transaction_id,account_id,customer_name,email,income_band,country,province,city,postal_code,account_type,transaction_type,transaction_amount,currency,merchant_name,merchant_category,payment_method,transaction_date,balance_before,balance_after,is_international,exchange_rate,is_fraud,device_type,recurring_payment,month,day_of_week,Month Name,Credit_vs_Debit,Fraud_Flag,Net_Change
TXN-001526,ACC-16425,Name_1222,user1658@example.com,Upper-Mid,Canada,Ontario,Ottawa,M0A 4S4,Savings,Credit,59.67,CAD,Merchant_129,Healthcare,Wire,12/15/2025 16:59,9850.93,9910.6,FALSE,,FALSE,POS,FALSE,12,Monday,December,Credit,Clean,59.67
TXN-001527,ACC-65319,Name_1991,user2362@example.com,High,Canada,British Columbia,Surrey,J8B 7N1,Checking,Debit,132.24,CAD,Merchant_260,Rent,Transfer,6/1/2025 19:27,49727.98,49595.74,FALSE,,FALSE,POS,FALSE,6,Sunday,June,Debit,Clean,-132.24
TXN-001528,ACC-19258,Name_9147,user5206@example.com,Low,Canada,Alberta,Edmonton,C6L 7V6,Checking,Debit,94,CAD,Merchant_420,Rent,Card,4/5/2025 23:54,1384.18,1290.18,FALSE,,FALSE,POS,FALSE,4,Saturday,April,Debit,Clean,-94
TXN-001529,ACC-87819,Name_7871,user5634@example.com,Upper-Mid,Canada,Quebec,Montreal,P8H 4M1,Credit,Credit,12.32,CAD,Merchant_278,Travel,Transfer,8/21/2025 17:23,4945.94,4958.26,FALSE,,FALSE,POS,FALSE,8,Thursday,August,Credit,Clean,12.32
TXN-001530,ACC-85795,Name_8496,user6318@example.com,Upper-Mid,Canada,Ontario,Toronto,C4M 8M0,Checking,Credit,6.56,CAD,Merchant_295,Utilities,Wire,1/24/2026 7:09,6262.27,6268.83,FALSE,,FALSE,Web,FALSE,1,Saturday,January,Credit,Clean,6.56
TXN-001531,ACC-62074,Name_8820,user7849@example.com,Lower-Mid,Canada,British Columbia,Victoria,L9V 3T8,Checking,Credit,23.12,CAD,Merchant_165,Travel,Direct Debit,11/24/2025 16:29,2530.14,2553.26,FALSE,,FALSE,Mobile,FALSE,11,Monday,November,Credit,Clean,23.12
TXN-001532,ACC-90034,Name_2337,user2974@example.com,Mid,Canada,Ontario,Mississauga,J5H 6L2,Savings,Credit,3.43,CAD,Merchant_296,Travel,Card,10/15/2025 10:43,5001.55,5004.98,FALSE,,FALSE,Web,FALSE,10,Wednesday,October,Credit,Clean,3.43
TXN-001533,ACC-95474,Name_7810,user8945@example.com,Mid,Canada,Alberta,Calgary,B4L 7V7,Checking,Credit,27.75,CAD,Merchant_140,Groceries,Direct Debit,7/12/2025 8:36,4132.5,4160.25,FALSE,,FALSE,Web,FALSE,7,Saturday,July,Credit,Clean,27.75
TXN-001534,ACC-91656,Name_9818,user6254@example.com,Low,Canada,Alberta,Calgary,T5G 5R3,Savings,Credit,17.33,CAD,Merchant_133,Utilities,Direct Debit,2/16/2026 4:43,857.34,874.67,FALSE,,FALSE,Web,FALSE,2,Monday,February,Credit,Clean,17.33
TXN-001535,ACC-53773,Name_1432,user6594@example.com,Mid,Canada,British Columbia,Surrey,J0T 2V7,Checking,Credit,12.6,CAD,Merchant_271,Dining,Wire,3/27/2025 7:56,7576.69,7589.29,FALSE,,FALSE,Web,FALSE,3,Thursday,March,Credit,Clean,12.6
TXN-001536,ACC-89970,Name_9852,user1509@example.com,High,Canada,Alberta,Calgary,H7S 4L8,Checking,Credit,4.08,CAD,Merchant_329,Utilities,Transfer,10/20/2025 22:50,38886.01,38890.08,FALSE,,FALSE,POS,FALSE,10,Monday,October,Credit,Clean,4.07
TXN-001537,ACC-65060,Name_5717,user2058@example.com,Mid,Canada,Ontario,Ottawa,E6J 6N0,Credit,Credit,33.57,CAD,Merchant_242,Dining,Direct Debit,8/15/2025 0:05,3484.21,3517.78,FALSE,,FALSE,POS,TRUE,8,Friday,August,Credit,Clean,33.57
TXN-001538,ACC-18298,Name_4222,user4534@example.com,Lower-Mid,Canada,Ontario,Toronto,M9A 2J7,Savings,Debit,11.79,CAD,Merchant_119,Dining,Wire,4/17/2025 9:32,1994.82,1983.03,FALSE,,FALSE,POS,FALSE,4,Thursday,April,Debit,Clean,-11.79
TXN-001539,ACC-44451,Name_1645,user5051@example.com,Mid,Canada,Quebec,Quebec City,C1Y 2Y7,Credit,Debit,6.23,CAD,Merchant_464,Rent,Direct Debit,1/12/2026 18:25,5876.93,5870.69,FALSE,,FALSE,Web,FALSE,1,Monday,January,Debit,Clean,-6.24
TXN-001540,ACC-66716,Name_5158,user3526@example.com,High,Canada,British Columbia,Vancouver,J9M 3Y3,Credit,Debit,1.14,CAD,Merchant_247,Salary,Direct Debit,10/8/2025 22:42,42171.26,42170.12,FALSE,,FALSE,Mobile,FALSE,10,Wednesday,October,Debit,Clean,-1.14
TXN-001541,ACC-27909,Name_2299,user8437@example.com,Lower-Mid,Canada,British Columbia,Victoria,J1R 2P0,Savings,Debit,19.54,CAD,Merchant_181,Travel,Transfer,6/24/2025 23:29,1344.62,1325.08,TRUE,1,FALSE,POS,FALSE,6,Tuesday,June,Debit,Clean,-19.54
TXN-001542,ACC-97295,Name_9626,user5397@example.com,Mid,Canada,British Columbia,Surrey,C2X 6T2,Credit,Credit,118.19,CAD,Merchant_250,Healthcare,Direct Debit,7/27/2025 8:31,2722.57,2840.75,FALSE,,FALSE,Web,FALSE,7,Sunday,July,Credit,Clean,118.18
TXN-001543,ACC-46922,Name_2643,user6189@example.com,Low,Canada,Alberta,Red Deer,V3C 8B2,Checking,Credit,105.77,CAD,Merchant_147,Groceries,Direct Debit,10/6/2025 19:10,730.22,835.98,FALSE,,FALSE,Mobile,FALSE,10,Monday,October,Credit,Clean,105.76
TXN-001544,ACC-67383,Name_9668,user2633@example.com,Upper-Mid,Canada,Ontario,Ottawa,M9R 3P5,Checking,Debit,12.72,CAD,Merchant_41,Travel,Direct Debit,6/25/2025 22:22,6357.96,6345.25,FALSE,,FALSE,Mobile,FALSE,6,Wednesday,June,Debit,Clean,-12.71
TXN-001545,ACC-18598,Name_8555,user5509@example.com,Upper-Mid,Canada,Ontario,Toronto,J1T 5S0,Savings,Debit,11,CAD,Merchant_120,Groceries,Transfer,3/15/2026 10:45,8315.04,8304.05,FALSE,,FALSE,Mobile,FALSE,3,Sunday,March,Debit,Clean,-10.99
TXN-001546,ACC-64228,Name_3563,user2257@example.com,Mid,Canada,Alberta,Calgary,Y9H 2L0,Checking,Debit,32.1,CAD,Merchant_213,Rent,Transfer,8/21/2025 3:09,6678.99,6646.9,FALSE,,FALSE,POS,FALSE,8,Thursday,August,Debit,Clean,-32.09
TXN-001547,ACC-71729,Name_2367,user2050@example.com,Mid,Canada,British Columbia,Surrey,Y0B 4N0,Checking,Credit,7.4,CAD,Merchant_458,Salary,Transfer,4/15/2025 17:52,7408.85,7416.25,FALSE,,FALSE,Mobile,FALSE,4,Tuesday,April,Credit,Clean,7.4
TXN-001548,ACC-74801,Name_8941,user8160@example.com,High,Canada,British Columbia,Surrey,S0N 4X5,Savings,Credit,27.16,CAD,Merchant_77,Salary,Wire,3/19/2026 17:49,48493.25,48520.41,FALSE,,FALSE,Web,TRUE,3,Thursday,March,Credit,Clean,27.16
TXN-001549,ACC-43797,Name_2734,user9490@example.com,Low,Canada,British Columbia,Vancouver,H7V 1E4,Credit,Credit,43.21,CAD,Merchant_286,Rent,Wire,12/1/2025 19:53,921.28,964.49,FALSE,,FALSE,Mobile,FALSE,12,Monday,December,Credit,Clean,43.21
TXN-001550,ACC-45498,Name_5746,user2497@example.com,Mid,Canada,Ontario,Toronto,M4G 9L2,Credit,Credit,68.51,CAD,Merchant_208,Healthcare,Card,9/7/2025 10:15,3478.85,3547.35,FALSE,,FALSE,POS,FALSE,9,Sunday,September,Credit,Clean,68.5
TXN-001551,ACC-48445,Name_3342,user5174@example.com,Low,Canada,British Columbia,Vancouver,C6X 1M2,Checking,Debit,18.17,CAD,Merchant_228,Entertainment,Card,2/4/2026 23:01,1674.45,1656.28,FALSE,,FALSE,Web,FALSE,2,Wednesday,February,Debit,Clean,-18.17
TXN-001552,ACC-23732,Name_1776,user6126@example.com,Mid,Canada,Ontario,Ottawa,L1T 1N0,Checking,Debit,16.38,CAD,Merchant_408,Healthcare,Wire,11/19/2025 21:25,3519.63,3503.25,FALSE,,FALSE,Mobile,TRUE,11,Wednesday,November,Debit,Clean,-16.38
TXN-001553,ACC-69841,Name_8156,user2681@example.com,Upper-Mid,Canada,Alberta,Edmonton,X6V 7B6,Savings,Credit,8.35,CAD,Merchant_250,Dining,Card,8/17/2025 20:22,3065.33,3073.68,FALSE,,FALSE,POS,FALSE,8,Sunday,August,Credit,Clean,8.35
TXN-001554,ACC-91547,Name_8950,user9761@example.com,Upper-Mid,Canada,Quebec,Laval,K3S 7L0,Credit,Debit,8.79,CAD,Merchant_348,Rent,Transfer,6/24/2025 8:22,3128.08,3119.29,FALSE,,FALSE,POS,FALSE,6,Tuesday,June,Debit,Clean,-8.79
TXN-001555,ACC-63084,Name_3114,user1996@example.com,Mid,Canada,British Columbia,Surrey,Y3S 1A8,Credit,Debit,16.01,CAD,Merchant_20,Dining,Direct Debit,6/17/2025 19:47,4257.27,4241.25,FALSE,,FALSE,Web,FALSE,6,Tuesday,June,Debit,Clean,-16.02
TXN-001556,ACC-91624,Name_2730,user6210@example.com,Upper-Mid,Canada,Ontario,Toronto,E6T 6C6,Credit,Credit,29,CAD,Merchant_212,Dining,Wire,9/14/2025 4:21,10845.25,10874.25,TRUE,1.31,FALSE,Web,FALSE,9,Sunday,September,Credit,Clean,29
TXN-001557,ACC-33303,Name_6344,user5520@example.com,Low,Canada,Alberta,Red Deer,P0Y 0R9,Savings,Credit,50.08,CAD,Merchant_10,Healthcare,Wire,4/26/2025 4:08,1740.59,1790.66,FALSE,,FALSE,Mobile,FALSE,4,Saturday,April,Credit,Clean,50.07
TXN-001558,ACC-77538,Name_5705,user4946@example.com,Upper-Mid,Canada,Alberta,Calgary,K0A 4S0,Checking,Debit,9,CAD,Merchant_360,Salary,Wire,9/7/2025 2:17,13704.41,13695.41,FALSE,,FALSE,Mobile,FALSE,9,Sunday,September,Debit,Clean,-9
TXN-001559,ACC-51272,Name_4974,user1945@example.com,Lower-Mid,Canada,Alberta,Calgary,L7A 2V8,Credit,Credit,89.36,CAD,Merchant_13,Dining,Wire,4/21/2025 5:52,3471.92,3561.28,FALSE,,FALSE,Web,FALSE,4,Monday,April,Credit,Clean,89.36
TXN-001560,ACC-49161,Name_8900,user4436@example.com,Low,Canada,Ontario,Toronto,Y8A 8M2,Savings,Debit,15.32,CAD,Merchant_158,Groceries,Wire,9/9/2025 0:20,1899.29,1883.97,FALSE,,FALSE,Mobile,FALSE,9,Tuesday,September,Debit,Clean,-15.32
TXN-001561,ACC-53185,Name_3572,user5143@example.com,Lower-Mid,Canada,British Columbia,Vancouver,T1C 7Y8,Savings,Credit,19.66,CAD,Merchant_345,Salary,Card,4/22/2025 12:11,1282.94,1302.6,FALSE,,FALSE,POS,FALSE,4,Tuesday,April,Credit,Clean,19.66
TXN-001562,ACC-10424,Name_9070,user5231@example.com,Upper-Mid,Canada,Quebec,Laval,B4P 1N6,Credit,Debit,9.51,CAD,Merchant_310,Travel,Transfer,4/6/2025 7:58,9154.58,9145.07,FALSE,,FALSE,Mobile,FALSE,4,Sunday,April,Debit,Clean,-9.51
TXN-001563,ACC-36693,Name_1793,user7151@example.com,Mid,Canada,Quebec,Quebec City,B5S 3S0,Savings,Debit,1.78,CAD,Merchant_42,Dining,Direct Debit,3/5/2026 20:10,4136.51,4134.74,TRUE,1.28,FALSE,Mobile,FALSE,3,Thursday,March,Debit,Clean,-1.77
TXN-001564,ACC-48991,Name_4400,user8004@example.com,Upper-Mid,Canada,Quebec,Laval,P3C 4N9,Savings,Debit,48.62,CAD,Merchant_191,Entertainment,Card,8/19/2025 15:26,14861.58,14812.96,FALSE,,FALSE,Web,TRUE,8,Tuesday,August,Debit,Clean,-48.62
TXN-001565,ACC-16077,Name_3109,user4251@example.com,High,Canada,British Columbia,Vancouver,A4G 3K3,Credit,Credit,41.97,CAD,Merchant_266,Travel,Card,7/26/2025 6:47,30432.61,30474.57,FALSE,,FALSE,POS,FALSE,7,Saturday,July,Credit,Clean,41.96
TXN-001566,ACC-77514,Name_5967,user8656@example.com,Lower-Mid,Canada,Ontario,Toronto,B7G 6B2,Savings,Credit,15.16,CAD,Merchant_162,Healthcare,Wire,11/2/2025 21:26,2997.97,3013.13,FALSE,,FALSE,Web,FALSE,11,Sunday,November,Credit,Clean,15.16
TXN-001567,ACC-13872,Name_2529,user9880@example.com,Lower-Mid,Canada,Ontario,Ottawa,H4T 7B7,Savings,Debit,21.48,CAD,Merchant_51,Entertainment,Transfer,4/17/2025 3:28,1177.36,1155.88,FALSE,,FALSE,Mobile,TRUE,4,Thursday,April,Debit,Clean,-21.48
TXN-001568,ACC-62290,Name_9260,user9578@example.com,Lower-Mid,Canada,Alberta,Calgary,C2V 9B4,Credit,Credit,33.65,CAD,Merchant_444,Dining,Direct Debit,3/30/2025 9:23,3948.19,3981.83,FALSE,,FALSE,Mobile,FALSE,3,Sunday,March,Credit,Clean,33.64
TXN-001569,ACC-69813,Name_8255,user1137@example.com,Lower-Mid,Canada,British Columbia,Victoria,J1B 8B8,Checking,Debit,4.21,CAD,Merchant_136,Groceries,Direct Debit,2/1/2026 4:49,1978.01,1973.8,FALSE,,FALSE,POS,FALSE,2,Sunday,February,Debit,Clean,-4.21
TXN-001570,ACC-70013,Name_3219,user7338@example.com,Mid,Canada,Alberta,Red Deer,B2E 3C8,Credit,Credit,11.83,CAD,Merchant_16,Entertainment,Wire,12/26/2025 21:57,2902.08,2913.92,FALSE,,FALSE,POS,FALSE,12,Friday,December,Credit,Clean,11.84
TXN-001571,ACC-68344,Name_9585,user3834@example.com,Lower-Mid,Canada,British Columbia,Vancouver,N3T 1G6,Credit,Debit,44.45,CAD,Merchant_449,Healthcare,Card,3/30/2025 7:12,3594.5,3550.05,FALSE,,FALSE,Web,FALSE,3,Sunday,March,Debit,Clean,-44.45
TXN-001572,ACC-72655,Name_6541,user7352@example.com,Upper-Mid,Canada,Ontario,Ottawa,G4V 9L4,Checking,Debit,5.73,CAD,Merchant_101,Rent,Wire,6/18/2025 12:52,5819.22,5813.49,FALSE,,FALSE,POS,TRUE,6,Wednesday,June,Debit,Clean,-5.73
TXN-001573,ACC-62556,Name_5146,user1222@example.com,Upper-Mid,Canada,Quebec,Laval,E5T 7M6,Savings,Credit,26.94,CAD,Merchant_72,Rent,Wire,11/6/2025 1:16,8216.4,8243.34,FALSE,,FALSE,POS,FALSE,11,Thursday,November,Credit,Clean,26.94
TXN-001574,ACC-17186,Name_8589,user3654@example.com,Mid,Canada,Alberta,Edmonton,G6V 9L0,Savings,Credit,5.17,CAD,Merchant_342,Groceries,Card,6/25/2025 3:37,6978.26,6983.43,FALSE,,FALSE,Web,FALSE,6,Wednesday,June,Credit,Clean,5.17
TXN-001575,ACC-89406,Name_9597,user7394@example.com,Lower-Mid,Canada,British Columbia,Vancouver,G2P 4S8,Credit,Debit,32.02,CAD,Merchant_216,Dining,Wire,7/7/2025 2:41,3010.44,2978.42,FALSE,,FALSE,Web,FALSE,7,Monday,July,Debit,Clean,-32.02
TXN-001576,ACC-63794,Name_3386,user8881@example.com,Lower-Mid,Canada,Ontario,Toronto,K5A 6B0,Credit,Credit,19.38,CAD,Merchant_40,Dining,Wire,8/29/2025 3:09,1440.4,1459.78,FALSE,,FALSE,Web,FALSE,8,Friday,August,Credit,Clean,19.38
TXN-001577,ACC-97294,Name_6293,user6061@example.com,Upper-Mid,Canada,Alberta,Red Deer,N4K 0B1,Savings,Debit,3.99,CAD,Merchant_454,Utilities,Wire,10/31/2025 21:21,12398.26,12394.26,TRUE,0.79,FALSE,POS,FALSE,10,Friday,October,Debit,Clean,-4
TXN-001578,ACC-35887,Name_1925,user9176@example.com,Mid,Canada,British Columbia,Surrey,J2E 6R5,Savings,Credit,64.38,CAD,Merchant_292,Rent,Card,12/9/2025 23:42,5526.97,5591.35,FALSE,,FALSE,POS,FALSE,12,Tuesday,December,Credit,Clean,64.38
TXN-001579,ACC-70081,Name_7889,user5214@example.com,Upper-Mid,Canada,Alberta,Calgary,K4M 6N2,Savings,Credit,9.64,CAD,Merchant_345,Salary,Card,8/10/2025 14:08,6033.93,6043.56,TRUE,1.29,FALSE,Mobile,FALSE,8,Sunday,August,Credit,Clean,9.63
TXN-001580,ACC-75343,Name_6625,user6884@example.com,Upper-Mid,Canada,Alberta,Red Deer,Y7N 9H0,Savings,Credit,8.93,CAD,Merchant_371,Rent,Direct Debit,1/1/2026 2:45,9100.15,9109.08,FALSE,,FALSE,Web,TRUE,1,Thursday,January,Credit,Clean,8.93
TXN-001581,ACC-46601,Name_5831,user5706@example.com,Low,Canada,Quebec,Montreal,K3G 9M5,Credit,Debit,24.55,CAD,Merchant_234,Entertainment,Wire,1/28/2026 0:28,1752.02,1727.47,FALSE,,FALSE,POS,FALSE,1,Wednesday,January,Debit,Clean,-24.55
TXN-001582,ACC-76838,Name_4458,user5846@example.com,Low,Canada,British Columbia,Surrey,E9A 6T1,Checking,Credit,63.35,CAD,Merchant_17,Healthcare,Direct Debit,11/26/2025 13:49,1994.81,2058.16,FALSE,,FALSE,Web,FALSE,11,Wednesday,November,Credit,Clean,63.35
TXN-001583,ACC-33584,Name_5656,user9449@example.com,Mid,Canada,Quebec,Laval,C0N 5V9,Credit,Credit,7.27,CAD,Merchant_291,Rent,Direct Debit,11/20/2025 10:57,1917.94,1925.21,FALSE,,FALSE,POS,FALSE,11,Thursday,November,Credit,Clean,7.27
TXN-001584,ACC-71262,Name_1439,user9423@example.com,Mid,Canada,Quebec,Quebec City,A6J 1K9,Savings,Debit,21.36,CAD,Merchant_313,Utilities,Transfer,8/12/2025 10:44,7728.81,7707.45,FALSE,,FALSE,Web,FALSE,8,Tuesday,August,Debit,Clean,-21.36
TXN-001585,ACC-50444,Name_3493,user2550@example.com,Mid,Canada,British Columbia,Victoria,X1N 4L7,Credit,Debit,30.84,CAD,Merchant_259,Travel,Wire,4/30/2025 14:24,5836.79,5805.95,FALSE,,FALSE,POS,FALSE,4,Wednesday,April,Debit,Clean,-30.84
TXN-001586,ACC-63040,Name_3937,user5183@example.com,Low,Canada,Ontario,Ottawa,J2S 5T2,Checking,Credit,40.17,CAD,Merchant_491,Healthcare,Card,7/14/2025 14:27,1740.32,1780.49,FALSE,,FALSE,Web,FALSE,7,Monday,July,Credit,Clean,40.17
TXN-001587,ACC-91306,Name_8121,user4197@example.com,Mid,Canada,Ontario,Ottawa,R9E 8M5,Savings,Credit,23.96,CAD,Merchant_138,Rent,Transfer,3/19/2026 5:11,5485.52,5509.48,FALSE,,FALSE,POS,FALSE,3,Thursday,March,Credit,Clean,23.96
TXN-001588,ACC-85666,Name_6138,user3718@example.com,Upper-Mid,Canada,Alberta,Red Deer,V4T 8V1,Savings,Credit,13.92,CAD,Merchant_330,Salary,Transfer,9/3/2025 4:45,11908.4,11922.31,FALSE,,FALSE,Mobile,FALSE,9,Wednesday,September,Credit,Clean,13.91
TXN-001589,ACC-65446,Name_2552,user8615@example.com,Lower-Mid,Canada,Ontario,Mississauga,R5B 2E0,Checking,Credit,8.78,CAD,Merchant_403,Groceries,Transfer,4/27/2025 4:52,1297.02,1305.8,FALSE,,FALSE,Web,FALSE,4,Sunday,April,Credit,Clean,8.78
TXN-001590,ACC-52675,Name_4724,user9400@example.com,Mid,Canada,British Columbia,Surrey,B6J 1A5,Checking,Credit,21.89,CAD,Merchant_455,Healthcare,Wire,5/26/2025 5:07,6751.79,6773.69,TRUE,1.39,TRUE,Mobile,TRUE,5,Monday,May,Credit,Fraud,21.9
TXN-001591,ACC-72354,Name_6197,user4185@example.com,Mid,Canada,Alberta,Red Deer,C1P 2L3,Credit,Credit,6.87,CAD,Merchant_252,Dining,Card,12/14/2025 6:38,7096.95,7103.83,FALSE,,FALSE,Web,FALSE,12,Sunday,December,Credit,Clean,6.88
TXN-001592,ACC-98936,Name_7297,user3880@example.com,Low,Canada,Quebec,Laval,L3Y 4A9,Credit,Debit,1.08,CAD,Merchant_425,Dining,Wire,2/25/2026 17:19,1750.01,1748.93,FALSE,,FALSE,Web,FALSE,2,Wednesday,February,Debit,Clean,-1.08
TXN-001593,ACC-21622,Name_2942,user1500@example.com,Mid,Canada,Ontario,Ottawa,J1Y 6T2,Checking,Debit,31.08,CAD,Merchant_245,Salary,Card,12/27/2025 13:21,3898.2,3867.12,FALSE,,FALSE,Web,FALSE,12,Saturday,December,Debit,Clean,-31.08
TXN-001594,ACC-40748,Name_5458,user1024@example.com,Lower-Mid,Canada,British Columbia,Victoria,C0H 6P5,Savings,Debit,49.6,CAD,Merchant_194,Utilities,Wire,4/22/2025 7:16,2667.34,2617.74,FALSE,,FALSE,Web,FALSE,4,Tuesday,April,Debit,Clean,-49.6
TXN-001595,ACC-90518,Name_1344,user3488@example.com,Upper-Mid,Canada,Alberta,Edmonton,K3B 9M6,Credit,Debit,1.89,CAD,Merchant_96,Rent,Direct Debit,11/2/2025 1:19,8719.29,8717.4,FALSE,,FALSE,POS,FALSE,11,Sunday,November,Debit,Clean,-1.89
TXN-001596,ACC-48841,Name_3701,user9899@example.com,Upper-Mid,Canada,Ontario,Ottawa,A7X 1S2,Credit,Debit,7.32,CAD,Merchant_104,Groceries,Wire,9/5/2025 15:48,13197.17,13189.85,FALSE,,FALSE,Mobile,FALSE,9,Friday,September,Debit,Clean,-7.32
TXN-001597,ACC-70309,Name_8688,user8259@example.com,Low,Canada,Ontario,Ottawa,S3E 9M6,Savings,Credit,37.31,CAD,Merchant_17,Entertainment,Card,8/9/2025 12:06,1716.01,1753.32,TRUE,1.08,FALSE,Web,FALSE,8,Saturday,August,Credit,Clean,37.31
TXN-001598,ACC-76157,Name_3508,user5193@example.com,Low,Canada,Ontario,Toronto,J7P 9R8,Credit,Credit,157.2,CAD,Merchant_201,Entertainment,Transfer,1/8/2026 2:31,1753.08,1910.27,FALSE,,FALSE,Web,FALSE,1,Thursday,January,Credit,Clean,157.19
TXN-001599,ACC-35480,Name_4540,user7302@example.com,Lower-Mid,Canada,Quebec,Laval,T2C 1N6,Savings,Credit,20.51,CAD,Merchant_392,Rent,Direct Debit,9/22/2025 9:06,3807.63,3828.13,FALSE,,FALSE,Mobile,FALSE,9,Monday,September,Credit,Clean,20.5
TXN-001600,ACC-84435,Name_5563,user3747@example.com,Upper-Mid,Canada,Quebec,Quebec City,J1P 9S3,Savings,Debit,9.7,CAD,Merchant_276,Rent,Transfer,10/26/2025 19:02,12990.25,12980.56,FALSE,,FALSE,Mobile,FALSE,10,Sunday,October,Debit,Clean,-9.69
TXN-001601,ACC-50013,Name_5610,user5288@example.com,Low,Canada,Ontario,Ottawa,B5Y 1N1,Credit,Credit,16.73,CAD,Merchant_390,Travel,Direct Debit,8/27/2025 22:45,1508.83,1525.55,FALSE,,FALSE,Mobile,FALSE,8,Wednesday,August,Credit,Clean,16.72
TXN-001602,ACC-93950,Name_7926,user9562@example.com,Mid,Canada,Ontario,Mississauga,C4M 1S6,Credit,Debit,79.43,CAD,Merchant_200,Rent,Card,10/30/2025 6:02,2123.74,2044.31,TRUE,1.03,FALSE,Web,FALSE,10,Thursday,October,Debit,Clean,-79.43
TXN-001603,ACC-91667,Name_8858,user8938@example.com,High,Canada,British Columbia,Vancouver,N7H 4A0,Checking,Credit,10.53,CAD,Merchant_31,Travel,Card,3/7/2026 9:15,22376.02,22386.55,FALSE,,FALSE,Web,TRUE,3,Saturday,March,Credit,Clean,10.53
TXN-001604,ACC-89956,Name_5431,user6672@example.com,Lower-Mid,Canada,Alberta,Calgary,X3H 5C9,Credit,Credit,9.03,CAD,Merchant_20,Rent,Card,8/8/2025 5:05,2631.01,2640.05,FALSE,,FALSE,Mobile,FALSE,8,Friday,August,Credit,Clean,9.04
TXN-001605,ACC-65396,Name_9292,user3823@example.com,Lower-Mid,Canada,Alberta,Calgary,K9P 5L3,Credit,Credit,12.39,CAD,Merchant_143,Utilities,Transfer,8/29/2025 6:09,3422.71,3435.11,TRUE,0.76,FALSE,POS,FALSE,8,Friday,August,Credit,Clean,12.4
TXN-001606,ACC-57513,Name_7036,user5070@example.com,Lower-Mid,Canada,Ontario,Toronto,H3V 5A8,Checking,Credit,7.74,CAD,Merchant_313,Healthcare,Transfer,2/7/2026 2:47,2170.51,2178.25,FALSE,,FALSE,Mobile,FALSE,2,Saturday,February,Credit,Clean,7.74
TXN-001607,ACC-66682,Name_6339,user8162@example.com,Low,Canada,Quebec,Quebec City,H8A 7J3,Savings,Debit,22.71,CAD,Merchant_10,Groceries,Wire,11/28/2025 3:55,1965.17,1942.46,FALSE,,FALSE,POS,FALSE,11,Friday,November,Debit,Clean,-22.71
TXN-001608,ACC-34534,Name_6985,user6690@example.com,Upper-Mid,Canada,British Columbia,Victoria,X7H 9J7,Checking,Debit,101.97,CAD,Merchant_393,Entertainment,Transfer,6/15/2025 1:23,5048.29,4946.32,FALSE,,FALSE,POS,FALSE,6,Sunday,June,Debit,Clean,-101.97
TXN-001609,ACC-63578,Name_8539,user7115@example.com,Lower-Mid,Canada,Alberta,Red Deer,A1C 5J2,Credit,Credit,27.75,CAD,Merchant_482,Healthcare,Card,3/22/2026 6:04,711.71,739.45,FALSE,,FALSE,Mobile,FALSE,3,Sunday,March,Credit,Clean,27.74
TXN-001610,ACC-87050,Name_9800,user8742@example.com,High,Canada,Ontario,Ottawa,A8A 5K8,Checking,Credit,15.61,CAD,Merchant_277,Rent,Transfer,7/24/2025 23:36,30882.44,30898.05,FALSE,,FALSE,POS,TRUE,7,Thursday,July,Credit,Clean,15.61
TXN-001611,ACC-30779,Name_6368,user7282@example.com,Upper-Mid,Canada,Quebec,Laval,G2G 0Y3,Savings,Credit,15,CAD,Merchant_396,Entertainment,Direct Debit,8/19/2025 19:06,11973.04,11988.05,FALSE,,FALSE,POS,FALSE,8,Tuesday,August,Credit,Clean,15.01
TXN-001612,ACC-95484,Name_4316,user5308@example.com,Mid,Canada,Quebec,Laval,N1B 6X3,Credit,Credit,4.21,CAD,Merchant_369,Dining,Transfer,1/11/2026 3:50,4624.65,4628.85,TRUE,0.75,FALSE,Mobile,FALSE,1,Sunday,January,Credit,Clean,4.2
TXN-001613,ACC-59362,Name_6456,user7802@example.com,Lower-Mid,Canada,Alberta,Calgary,H5B 9R9,Savings,Debit,48.58,CAD,Merchant_38,Dining,Transfer,2/12/2026 9:22,2273.97,2225.39,FALSE,,FALSE,Web,TRUE,2,Thursday,February,Debit,Clean,-48.58
TXN-001614,ACC-88097,Name_3857,user4347@example.com,High,Canada,Ontario,Mississauga,R0K 6X0,Credit,Debit,18.58,CAD,Merchant_333,Salary,Direct Debit,11/15/2025 12:17,40026.12,40007.54,FALSE,,FALSE,Web,FALSE,11,Saturday,November,Debit,Clean,-18.58
TXN-001615,ACC-39314,Name_2190,user2243@example.com,Upper-Mid,Canada,British Columbia,Vancouver,X0M 3X4,Credit,Credit,16.77,CAD,Merchant_124,Groceries,Wire,7/12/2025 2:49,5085.43,5102.2,FALSE,,FALSE,POS,FALSE,7,Saturday,July,Credit,Clean,16.77
TXN-001616,ACC-31775,Name_2499,user4742@example.com,Mid,Canada,British Columbia,Victoria,E1H 6P9,Credit,Debit,489.36,CAD,Merchant_226,Utilities,Wire,11/21/2025 17:28,4887.27,4397.9,FALSE,,FALSE,Mobile,FALSE,11,Friday,November,Debit,Clean,-489.37
